기업명,문의 일자,진행 날짜,상태,진행 팀,담당자,문의경로,공간,디자인 팀,"제안서, 견적서"
메트워크,2025-12-04,2025-12-17,취소,기획조정1팀,조민채,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/693653b2a93d061b9cb98ea7/download, https://task-api.office.hiworks.com/v1/attached-files/693653b2a93d061b9cb98ea8/download"
한화시스템,2025-12-05,2026-01-05,취소,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6932862174f6815911f6cf9b/download, https://task-api.office.hiworks.com/v1/attached-files/6932862174f6815911f6cf9c/download"
콘래드호텔서울,2025-12-08,2026-01-22,취소,기획조정2팀,문서인,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/6938c4d22527c22ac960c3b4/download, https://task-api.office.hiworks.com/v1/attached-files/6938c4df2527c22ac960c3bd/download"
메트워크,2025-12-08,2025-12-17,진행 완료,기획조정1팀,이우진,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/6937b5ce2527c22ac960b784/download, https://task-api.office.hiworks.com/v1/attached-files/6937b5ce2527c22ac960b785/download"
(주)공감만세,2025-12-08,2026-01-24,진행 완료,기획조정2팀,변승민,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6937af5607cc21057a660191/download, https://task-api.office.hiworks.com/v1/attached-files/6937af5607cc21057a660192/download"
낸시투어(권소연),2025-12-08,,미정,기획조정팀,이서호,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/69378ce107cc21057a65fe13/download, https://task-api.office.hiworks.com/v1/attached-files/69378ce107cc21057a65fe14/download"
희망스튜디오,2025-12-10,,취소,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/693a450907cc21057a662efa/download, https://task-api.office.hiworks.com/v1/attached-files/693a4510ceb22d2d5d236298/download"
KB라이프생명사회공헌재단,2025-12-10,,미정,기획조정팀,안광열,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/693a422eceb22d2d5d23627c/download, https://task-api.office.hiworks.com/v1/attached-files/693a422eceb22d2d5d23627d/download"
한국쿄와기린,2025-12-11,2026-01-22,취소,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/693a44cf2527c22ac960e086/download, https://task-api.office.hiworks.com/v1/attached-files/693a44d480552851e650b2db/download"
부산보건대학교,2025-12-15,,취소,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6940a2bc98285e6e5d807e87/download, https://task-api.office.hiworks.com/v1/attached-files/6940a2c1ceb22d2d5d239785/download"
스튜디오좋,2025-12-15,2026-01-02,진행 완료,기획조정1팀,"이우진, 조민채",메일,,,"https://task-api.office.hiworks.com/v1/attached-files/694368af1fa7ec1d612c14a8/download, https://task-api.office.hiworks.com/v1/attached-files/6949e130ceb22d2d5d240361/download"
엔큐브,2025-12-15,,미정,기획조정2팀,변승민,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/693fc1f8ceb22d2d5d239157/download, https://task-api.office.hiworks.com/v1/attached-files/693fc1f8ceb22d2d5d239158/download"
한국의약품안전관리원,2025-12-15,2025-12-19,진행 완료,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6940a2a42527c22ac96125e4/download, https://task-api.office.hiworks.com/v1/attached-files/6940a2a907cc21057a666ded/download"
(주)더나은,2025-12-16,2026-01-23,진행 완료,기획조정1팀,조민채,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6941225307cc21057a667fc1/download, https://task-api.office.hiworks.com/v1/attached-files/6941225307cc21057a667fc2/download, https://task-api.office.hiworks.com/v1/attached-files/6978138dc422e445e91d3973/download, https://task-api.office.hiworks.com/v1/attached-files/6978138dc422e445e91d3974/download"
스틸리언,2025-12-17,2026-01-23,진행 완료,기획조정2팀,변승민,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/69424879b1fad52c922047ef/download, https://task-api.office.hiworks.com/v1/attached-files/69424879b1fad52c922047f0/download"
주택도시공사,2025-12-16,,취소,기획조정2팀,문서인,전화,,,https://task-api.office.hiworks.com/v1/attached-files/69420942f3dd681266cc1139/download
(주)일진라드,2025-12-17,,취소,기획조정1팀,조민채,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/694368272527c22ac9614e51/download, https://task-api.office.hiworks.com/v1/attached-files/6944d970ceb22d2d5d23cf93/download, https://task-api.office.hiworks.com/v1/attached-files/694ba156291d173ecd485c6e/download"
루트컨설팅,2025-12-18,2026-04-10,미정,기획조정1팀,조민채,,,,"https://task-api.office.hiworks.com/v1/attached-files/69449701ceb22d2d5d23c9e0/download, https://task-api.office.hiworks.com/v1/attached-files/69449701ceb22d2d5d23c9e1/download"
BGF로지스,2025-12-17,2026-01-21,확정,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6943bf6880552851e6512dc2/download, https://task-api.office.hiworks.com/v1/attached-files/6943bf6880552851e6512dc3/download"
서울대병원,2025-12-17,2025-12-17,취소,기획조정팀,이서호,전화,,,https://task-api.office.hiworks.com/v1/attached-files/694513a19942525828cf9704/download
아톰크리에이티브,2025-12-19,2026-04-24,취소,기획조정1팀,조민채,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/694502d42527c22ac96168bf/download, https://task-api.office.hiworks.com/v1/attached-files/694502d42527c22ac96168c0/download"
씨에스피,2025-12-19,2025-12-30,취소,기획조정2팀,문서인,전화,,,https://task-api.office.hiworks.com/v1/attached-files/6945131907cc21057a66bde7/download
우면종합사회복지관,2025-12-19,2025-12-24,진행 완료,기획조정팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/694512c32527c22ac9616b0d/download, https://task-api.office.hiworks.com/v1/attached-files/694512c32527c22ac9616b0e/download"
카카오게임즈,2025-12-18,2026-01-20,진행 완료,기획조정2팀,"문서인, 변승민",홈페이지,,,https://task-api.office.hiworks.com/v1/attached-files/695b11ff291d173ecd48fb45/download
티오리한국,2025-12-23,2026-01-16,진행 완료,기획조정2팀,변승민,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/694a5207342087614ee83641/download, https://task-api.office.hiworks.com/v1/attached-files/694a5207342087614ee83642/download"
kt cloud(신입사원 입문교육),2025-12-16,2026-01-06,진행 완료,기획조정1팀,조민채,개인,,,https://task-api.office.hiworks.com/v1/attached-files/69716f2126577b5269eb3780/download
부천성모병원,2025-12-30,2026-03-27,미정,기획조정1팀,조민채,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/695b680f318a9606cd61bfc7/download, https://task-api.office.hiworks.com/v1/attached-files/695b680f318a9606cd61bfc8/download"
네오다임,2025-12-30,,취소,기획조정2팀,문서인,메일,,,
주한영국대사관,2026-01-02,,취소,기획조정2팀,문서인,홈페이지,,,
주식회사 엔잭타,2026-01-02,,취소,기획조정팀,이서호,카카오톡,,,"https://task-api.office.hiworks.com/v1/attached-files/6957792792e2a933a3905eab/download, https://task-api.office.hiworks.com/v1/attached-files/6957792792e2a933a3905eac/download"
세방리튬배터리,,,진행 완료,기획조정팀,안광열,홈페이지,,,
서울시청,2026-01-06,,취소,기획조정2팀,문서인,전화,,,
콘바텍,2026-01-06,2026-01-26,진행 완료,기획조정2팀,변승민,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/695e05b1040a220fd600842a/download, https://task-api.office.hiworks.com/v1/attached-files/695e05b1040a220fd600842b/download"
동창회,2026-01-06,2026-06-06,확정,기획조정2팀,문서인,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/695dfe0688b0d747b5004ab8/download, https://task-api.office.hiworks.com/v1/attached-files/695dfe0b868a0901b8a650f0/download"
소니뮤직엔터테인먼트코리아,2026-01-07,2026-01-15,진행 완료,기획조정팀,안광열,홈페이지,,,
대한화장품협회,2026-01-07,,미정,기획조정1팀,"이서호, 조민채",홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6965e356c422e445e91c5b88/download, https://task-api.office.hiworks.com/v1/attached-files/6965e356c422e445e91c5b89/download"
시알홀딩스,2026-01-08,,미정,기획조정팀,"이서호, 조민채",홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6970852a7b59913d78fc1727/download, https://task-api.office.hiworks.com/v1/attached-files/6970852a7b59913d78fc1728/download, https://task-api.office.hiworks.com/v1/attached-files/6970852a7b59913d78fc1729/download"
낸시투어(일라 대리),2026-01-08,,미정,기획조정팀,이서호,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/6960a86e040a220fd600bc25/download, https://task-api.office.hiworks.com/v1/attached-files/6960a86e040a220fd600bc26/download"
(주)농협유통,2026-01-09,2026-01-29,확정,기획조정2팀,변승민,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/69609b89fe55711f7316dcd8/download, https://task-api.office.hiworks.com/v1/attached-files/69609b89fe55711f7316dcd9/download"
바모스FC,2026-01-09,2026-02-06,취소,기획조정팀,이서호,카카오톡,,,https://task-api.office.hiworks.com/v1/attached-files/6964b8369907db3f4c2a7729/download
바이오컴,2026-01-09,,미정,기획조정2팀,변승민,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/696590a367cd6f3aff31449c/download, https://task-api.office.hiworks.com/v1/attached-files/696590a367cd6f3aff31449d/download"
한전 kdn기업 문화부,2026-01-09,,미정,기획조정팀,"이서호, 조민채",전화,,,"https://task-api.office.hiworks.com/v1/attached-files/6967606d2027ae745ef96261/download, https://task-api.office.hiworks.com/v1/attached-files/6967606d2027ae745ef96262/download"
IBM,2026-01-09,2026-01-15,진행 완료,기획조정팀,안광열,개인,,,
삼성 시스템 LSI사업부,2026-01-12,2026-01-22,진행 완료,기획조정2팀,변승민,홈페이지,,,
직접판매공제조합,2026-01-13,2026-02-05,확정,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/69673d8927bf481c6e8e56cc/download, https://task-api.office.hiworks.com/v1/attached-files/69673da518fdfc4730bc24e5/download"
디비아이테크,2026-01-13,,미정,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/69673db4c422e445e91c75bc/download, https://task-api.office.hiworks.com/v1/attached-files/69673db7c422e445e91c75be/download"
뉴플랫폼,2026-01-13,2026-01-30,확정,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/69673dc221c40669adb46d22/download, https://task-api.office.hiworks.com/v1/attached-files/69673dc621c40669adb46d27/download"
(주)유토닉스,2026-01-13,2026-01-23,확정,기획조정팀,안광열,홈페이지,,,
피니사 코리아,2026-01-13,,미정,기획조정2팀,변승민,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/6970817e2027ae745ef9d77e/download, https://task-api.office.hiworks.com/v1/attached-files/6970817e2027ae745ef9d77f/download, https://task-api.office.hiworks.com/v1/attached-files/6970817e2027ae745ef9d780/download, https://task-api.office.hiworks.com/v1/attached-files/6970817e2027ae745ef9d781/download"
대한산업보건협회 경기북부지역본부,2026-01-14,,미정,기획조정2팀,문서인,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/69699b262027ae745ef97c2a/download, https://task-api.office.hiworks.com/v1/attached-files/69699b29c422e445e91c9c58/download"
에스이시큐어,2026-01-13,,확정,기획조정2팀,문서인,개인,,,https://task-api.office.hiworks.com/v1/attached-files/69699b6d27bf481c6e8e7589/download
삼보모터스,2026-01-14,,미정,기획조정2팀,"안광열, 변승민",메일,,,"https://task-api.office.hiworks.com/v1/attached-files/6969eddf2583ac771b930c6c/download, https://task-api.office.hiworks.com/v1/attached-files/6969eddf2583ac771b930c6d/download"
"낸시투어(권소연 과장, 퍼스널컬러)",2026-01-14,,미정,기획조정팀,이서호,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/6969bf90c422e445e91c9fa6/download, https://task-api.office.hiworks.com/v1/attached-files/6969bf90c422e445e91c9fa7/download"
동해시청소년수련관,2026-01-15,2026-03-21,확정,기획조정2팀,변승민,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/696ec68e27bf481c6e8ea074/download, https://task-api.office.hiworks.com/v1/attached-files/696ec68e27bf481c6e8ea075/download"
봉앤설이니셔티브,2026-01-16,2026-03-06,취소,기획조정2팀,"안광열, 문서인",개인,,,"https://task-api.office.hiworks.com/v1/attached-files/6969efa12027ae745ef985dd/download, https://task-api.office.hiworks.com/v1/attached-files/6969efa12027ae745ef985de/download"
홈앤쇼핑,2026-01-16,,미정,기획조정2팀,문서인,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/696f05e2b3e4c16a1a465b19/download, https://task-api.office.hiworks.com/v1/attached-files/696f05e2b3e4c16a1a465b1a/download"
한국생산성본부,2026-01-19,,미정,기획조정2팀,안광열,홈페이지,,,
LG에너지솔루션,2026-01-20,2026-01-28,취소,기획조정1팀,조민채,전화,,,https://task-api.office.hiworks.com/v1/attached-files/696f368e27bf481c6e8ead22/download
모엣헤네시,2026-01-21,2026-03-05,문의,기획조정팀,이서호,홈페이지,,,
ASML 코리아,2026-01-21,2026-01-23,취소,기획조정1팀,조민채,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/69707d74c422e445e91cebbc/download, https://task-api.office.hiworks.com/v1/attached-files/69707d74c422e445e91cebbd/download"
낸시투어(소아과 감염학 전문의),2026-01-21,,연기,기획조정팀,이서호,개인,,,
크레플,2026-01-22,,미정,기획조정1팀,조민채,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/697702b621c40669adb530a8/download, https://task-api.office.hiworks.com/v1/attached-files/697702b621c40669adb530a9/download"
제이비피코리아,2026-01-23,,미정,기획조정1팀,이서호,홈페이지,,,"https://task-api.office.hiworks.com/v1/attached-files/6972f78321c40669adb51306/download, https://task-api.office.hiworks.com/v1/attached-files/6972f78321c40669adb51307/download"
(주)유유테이진메디케어,2026-01-23,,미정,기획조정2팀,변승민,카카오톡,,,"https://task-api.office.hiworks.com/v1/attached-files/6976e9132027ae745efa12da/download, https://task-api.office.hiworks.com/v1/attached-files/6976e9132027ae745efa12db/download"
한경국립대,2026-01-22,,취소,기획조정2팀,변승민,홈페이지,,,
광진복지재단,2026-01-23,,문의,기획조정2팀,"문서인, 변승민",전화,,,
한국전기안전공사,2026-01-23,2026-03-05,문의,기획조정1팀,"조민채, 이서호",홈페이지,,,
에이블런,2026-01-26,,문의,기획조정2팀,문서인,홈페이지,,,
에이스바이오팜,2026-01-26,2026-02-03,미정,기획조정2팀,변승민,개인,,,"https://task-api.office.hiworks.com/v1/attached-files/697703eb5e33de3456504d73/download, https://task-api.office.hiworks.com/v1/attached-files/697703eb5e33de3456504d74/download"
에프엠커뮤니케이션즈,2026-01-27,2026-05-20,문의,기획조정1팀,조민채,전화,,,
동국제약,2026-01-27,2026-02-24,문의,기획조정1팀,조민채,개인,,,
경기뉴리더스융합회,2026-02-26,,문의,기획조정2팀,문서인,홈페이지,,,
충청남도4H본부,2026-01-27,,미정,기획조정2팀,변승민,전화,,,"https://task-api.office.hiworks.com/v1/attached-files/69787fccc422e445e91d47f3/download, https://task-api.office.hiworks.com/v1/attached-files/69787fccc422e445e91d47f4/download"
